ProductKey,ProductAlternateKey,ProductSubcategoryKey,EnglishProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,StartDate,EndDate,Status,SizeClothes,SizeParts
230,LJ-0192-M,21,"Long-Sleeve Logo Jersey, M",29.0807,TRUE,Multi,4,3,48.0673,,0,S ,28.8404,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2012/01/07,,,M,
231,LJ-0192-M,21,"Long-Sleeve Logo Jersey, M",38.4923,TRUE,Multi,4,3,49.99,,0,S ,29.994,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2013/01/07,,Current,M,
232,LJ-0192-L,21,"Long-Sleeve Logo Jersey, L",31.7244,TRUE,Multi,4,3,48.0673,,0,S ,28.8404,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2011/01/07,,,L,
233,LJ-0192-L,21,"Long-Sleeve Logo Jersey, L",29.0807,TRUE,Multi,4,3,48.0673,,0,S ,28.8404,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2012/01/07,,,L,
234,LJ-0192-L,21,"Long-Sleeve Logo Jersey, L",38.4923,TRUE,Multi,4,3,49.99,,0,S ,29.994,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2013/01/07,,Current,L,
235,LJ-0192-X,21,"Long-Sleeve Logo Jersey, XL",31.7244,TRUE,Multi,4,3,48.0673,,0,S ,28.8404,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2011/01/07,,,XL,
236,LJ-0192-X,21,"Long-Sleeve Logo Jersey, XL",29.0807,TRUE,Multi,4,3,48.0673,,0,S ,28.8404,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2012/01/07,,,XL,
237,LJ-0192-X,21,"Long-Sleeve Logo Jersey, XL",38.4923,TRUE,Multi,4,3,49.99,,0,S ,29.994,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2013/01/07,,Current,XL,
238,FR-R92R-62,14,"HL Road Frame - Red, 62",747.9682,TRUE,Red,500,375,1263.4598,2.3,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011/01/07,,,,62
239,FR-R92R-62,14,"HL Road Frame - Red, 62",722.2568,TRUE,Red,500,375,1301.3636,2.3,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012/01/07,,,,62
240,FR-R92R-62,14,"HL Road Frame - Red, 62",868.6342,TRUE,Red,500,375,1431.5,2.3,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013/01/07,,Current,,62
241,FR-R92R-44,14,"HL Road Frame - Red, 44",747.9682,TRUE,Red,500,375,1263.4598,2.12,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011/01/07,,,,44
242,FR-R92R-44,14,"HL Road Frame - Red, 44",722.2568,TRUE,Red,500,375,1301.3636,2.12,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012/01/07,,,,44
243,FR-R92R-44,14,"HL Road Frame - Red, 44",868.6342,TRUE,Red,500,375,1431.5,2.12,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013/01/07,,Current,,44
244,FR-R92R-48,14,"HL Road Frame - Red, 48",747.9682,TRUE,Red,500,375,1263.4598,2.16,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011/01/07,,,,48
245,FR-R92R-48,14,"HL Road Frame - Red, 48",722.2568,TRUE,Red,500,375,1301.3636,2.16,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012/01/07,,,,48
246,FR-R92R-48,14,"HL Road Frame - Red, 48",868.6342,TRUE,Red,500,375,1431.5,2.16,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013/01/07,,Current,,48
247,FR-R92R-52,14,"HL Road Frame - Red, 52",747.9682,TRUE,Red,500,375,1263.4598,2.2,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011/01/07,,,,52
248,FR-R92R-52,14,"HL Road Frame - Red, 52",722.2568,TRUE,Red,500,375,1301.3636,2.2,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012/01/07,,,,52
249,FR-R92R-52,14,"HL Road Frame - Red, 52",868.6342,TRUE,Red,500,375,1431.5,2.2,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013/01/07,,Current,,52
250,FR-R92R-56,14,"HL Road Frame - Red, 56",747.9682,TRUE,Red,500,375,1263.4598,2.24,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011/01/07,,,,56
251,FR-R92R-56,14,"HL Road Frame - Red, 56",722.2568,TRUE,Red,500,375,1301.3636,2.24,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012/01/07,,,,56
252,FR-R92R-56,14,"HL Road Frame - Red, 56",868.6342,TRUE,Red,500,375,1431.5,2.24,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013/01/07,,Current,,56
253,FR-R38B-58,14,"LL Road Frame - Black, 58",176.1997,TRUE,Black,500,375,297.6346,2.46,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011/01/07,,,,58
254,FR-R38B-58,14,"LL Road Frame - Black, 58",170.1428,TRUE,Black,500,375,306.5636,2.46,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012/01/07,,,,58
255,FR-R38B-58,14,"LL Road Frame - Black, 58",204.6251,TRUE,Black,500,375,337.22,2.46,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013/01/07,,Current,,58
256,FR-R38B-60,14,"LL Road Frame - Black, 60",176.1997,TRUE,Black,500,375,297.6346,2.48,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011/01/07,,,,60
257,FR-R38B-60,14,"LL Road Frame - Black, 60",170.1428,TRUE,Black,500,375,306.5636,2.48,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012/01/07,,,,60
258,FR-R38B-60,14,"LL Road Frame - Black, 60",204.6251,TRUE,Black,500,375,337.22,2.48,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013/01/07,,Current,,60
259,FR-R38B-62,14,"LL Road Frame - Black, 62",176.1997,TRUE,Black,500,375,297.6346,2.5,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011/01/07,,,,62
260,FR-R38B-62,14,"LL Road Frame - Black, 62",170.1428,TRUE,Black,500,375,306.5636,2.5,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012/01/07,,,,62
261,FR-R38B-62,14,"LL Road Frame - Black, 62",204.6251,TRUE,Black,500,375,337.22,2.5,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013/01/07,,Current,,62
262,FR-R38R-44,14,"LL Road Frame - Red, 44",181.4857,TRUE,Red,500,375,306.5636,2.32,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011/01/07,,,,44
263,FR-R38R-44,14,"LL Road Frame - Red, 44",187.1571,TRUE,Red,500,375,337.22,2.32,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012/01/07,,,,44
264,FR-R38R-48,14,"LL Road Frame - Red, 48",181.4857,TRUE,Red,500,375,306.5636,2.36,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011/01/07,,,,48
265,FR-R38R-48,14,"LL Road Frame - Red, 48",187.1571,TRUE,Red,500,375,337.22,2.36,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012/01/07,,,,48
266,FR-R38R-52,14,"LL Road Frame - Red, 52",181.4857,TRUE,Red,500,375,306.5636,2.4,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011/01/07,,,,52
267,FR-R38R-52,14,"LL Road Frame - Red, 52",187.1571,TRUE,Red,500,375,337.22,2.4,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012/01/07,,,,52
268,FR-R38R-58,14,"LL Road Frame - Red, 58",181.4857,TRUE,Red,500,375,306.5636,2.46,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011/01/07,,,,58
269,FR-R38R-58,14,"LL Road Frame - Red, 58",187.1571,TRUE,Red,500,375,337.22,2.46,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012/01/07,,,,58
270,FR-R38R-60,14,"LL Road Frame - Red, 60",181.4857,TRUE,Red,500,375,306.5636,2.48,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011/01/07,,,,60
271,FR-R38R-60,14,"LL Road Frame - Red, 60",187.1571,TRUE,Red,500,375,337.22,2.48,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012/01/07,,,,60
272,FR-R38R-62,14,"LL Road Frame - Red, 62",181.4857,TRUE,Red,500,375,306.5636,2.5,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011/01/07,,,,62
273,FR-R38R-62,14,"LL Road Frame - Red, 62",187.1571,TRUE,Red,500,375,337.22,2.5,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012/01/07,,,,62
274,FR-R72R-44,14,"ML Road Frame - Red, 44",352.1394,TRUE,Red,500,375,594.83,2.22,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011/01/07,,,,44
275,FR-R72R-48,14,"ML Road Frame - Red, 48",352.1394,TRUE,Red,500,375,594.83,2.26,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011/01/07,,,,48
276,FR-R72R-52,14,"ML Road Frame - Red, 52",352.1394,TRUE,Red,500,375,594.83,2.3,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011/01/07,,,,52
277,FR-R72R-58,14,"ML Road Frame - Red, 58",352.1394,TRUE,Red,500,375,594.83,2.36,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011/01/07,,,,58
278,FR-R72R-60,14,"ML Road Frame - Red, 60",352.1394,TRUE,Red,500,375,594.83,2.38,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011/01/07,,,,60
279,FR-R38B-44,14,"LL Road Frame - Black, 44",176.1997,TRUE,Black,500,375,297.6346,2.32,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011/01/07,,,,44
280,FR-R38B-44,14,"LL Road Frame - Black, 44",170.1428,TRUE,Black,500,375,306.5636,2.32,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012/01/07,,,,44
281,FR-R38B-44,14,"LL Road Frame - Black, 44",204.6251,TRUE,Black,500,375,337.22,2.32,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013/01/07,,Current,,44
282,FR-R38B-48,14,"LL Road Frame - Black, 48",176.1997,TRUE,Black,500,375,297.6346,2.36,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011/01/07,,,,48
283,FR-R38B-48,14,"LL Road Frame - Black, 48",170.1428,TRUE,Black,500,375,306.5636,2.36,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012/01/07,,,,48
284,FR-R38B-48,14,"LL Road Frame - Black, 48",204.6251,TRUE,Black,500,375,337.22,2.36,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013/01/07,,Current,,48
285,FR-R38B-52,14,"LL Road Frame - Black, 52",176.1997,TRUE,Black,500,375,297.6346,2.4,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011/01/07,,,,52
286,FR-R38B-52,14,"LL Road Frame - Black, 52",170.1428,TRUE,Black,500,375,306.5636,2.4,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012/01/07,,,,52
287,FR-R38B-52,14,"LL Road Frame - Black, 52",204.6251,TRUE,Black,500,375,337.22,2.4,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013/01/07,,Current,,52
288,FR-M94S-42,12,"HL Mountain Frame - Silver, 42",623.8403,TRUE,Silver,500,375,1204.3248,2.72,1,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011/01/07,,,,42
289,FR-M94S-42,12,"HL Mountain Frame - Silver, 42",660.9142,TRUE,Silver,500,375,1240.4545,2.72,1,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012/01/07,,,,42
290,FR-M94S-42,12,"HL Mountain Frame - Silver, 42",747.2002,TRUE,Silver,500,375,1364.5,2.72,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013/01/07,,Current,,42
291,FR-M94S-44,12,"HL Mountain Frame - Silver, 44",706.811,TRUE,Silver,500,375,1364.5,2.76,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011/01/07,,,,44
292,FR-M94S-52,12,"HL Mountain Frame - Silver, 48",706.811,TRUE,Silver,500,375,1364.5,2.8,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011/01/07,,,,48
293,FR-M94S-46,12,"HL Mountain Frame - Silver, 46",623.8403,TRUE,Silver,500,375,1204.3248,2.84,1,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011/01/07,,,,46
294,FR-M94S-46,12,"HL Mountain Frame - Silver, 46",660.9142,TRUE,Silver,500,375,1240.4545,2.84,1,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012/01/07,,,,46
295,FR-M94S-46,12,"HL Mountain Frame - Silver, 46",747.2002,TRUE,Silver,500,375,1364.5,2.84,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013/01/07,,Current,,46
296,FR-M94B-42,12,"HL Mountain Frame - Black, 42",617.0281,TRUE,Black,500,375,1191.1739,2.72,1,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011/01/07,,,,42
297,FR-M94B-42,12,"HL Mountain Frame - Black, 42",653.6971,TRUE,Black,500,375,1226.9091,2.72,1,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012/01/07,,,,42
298,FR-M94B-42,12,"HL Mountain Frame - Black, 42",739.041,TRUE,Black,500,375,1349.6,2.72,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013/01/07,,Current,,42
299,FR-M94B-44,12,"HL Mountain Frame - Black, 44",699.0928,TRUE,Black,500,375,1349.6,2.76,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011/01/07,,,,44
300,FR-M94B-48,12,"HL Mountain Frame - Black, 48",699.0928,TRUE,Black,500,375,1349.6,2.8,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011/01/07,,,,48
301,FR-M94B-46,12,"HL Mountain Frame - Black, 46",617.0281,TRUE,Black,500,375,1191.1739,2.84,1,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011/01/07,,,,46
302,FR-M94B-46,12,"HL Mountain Frame - Black, 46",653.6971,TRUE,Black,500,375,1226.9091,2.84,1,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012/01/07,,,,46
303,FR-M94B-46,12,"HL Mountain Frame - Black, 46",739.041,TRUE,Black,500,375,1349.6,2.84,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013/01/07,,Current,,46
304,FR-M94B-38,12,"HL Mountain Frame - Black, 38",617.0281,TRUE,Black,500,375,1191.1739,2.68,2,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011/01/07,,,,38
305,FR-M94B-38,12,"HL Mountain Frame - Black, 38",653.6971,TRUE,Black,500,375,1226.9091,2.68,2,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012/01/07,,,,38
306,FR-M94B-38,12,"HL Mountain Frame - Black, 38",739.041,TRUE,Black,500,375,1349.6,2.68,2,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013/01/07,,Current,,38
307,FR-M94S-38,12,"HL Mountain Frame - Silver, 38",623.8403,TRUE,Silver,500,375,1204.3248,2.68,2,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011/01/07,,,,38
308,FR-M94S-38,12,"HL Mountain Frame - Silver, 38",660.9142,TRUE,Silver,500,375,1240.4545,2.68,2,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012/01/07,,,,38
309,FR-M94S-38,12,"HL Mountain Frame - Silver, 38",747.2002,TRUE,Silver,500,375,1364.5,2.68,2,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013/01/07,,Current,,38
310,BK-R93R-62,2,"Road-150 Red, 62",2171.2942,TRUE,Red,100,75,3578.27,15,4,R ,2146.962,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2011/01/07,,,,62
311,BK-R93R-44,2,"Road-150 Red, 44",2171.2942,TRUE,Red,100,75,3578.27,13.77,4,R ,2146.962,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2011/01/07,,,,44
312,BK-R93R-48,2,"Road-150 Red, 48",2171.2942,TRUE,Red,100,75,3578.27,14.13,4,R ,2146.962,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2011/01/07,,,,48
313,BK-R93R-52,2,"Road-150 Red, 52",2171.2942,TRUE,Red,100,75,3578.27,14.42,4,R ,2146.962,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2011/01/07,,,,52
314,BK-R93R-56,2,"Road-150 Red, 56",2171.2942,TRUE,Red,100,75,3578.27,14.68,4,R ,2146.962,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2011/01/07,,,,56
315,BK-R68R-58,2,"Road-450 Red, 58",884.7083,TRUE,Red,100,75,1457.99,17.79,4,R ,874.794,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2011/01/07,,,,58
316,BK-R68R-60,2,"Road-450 Red, 60",884.7083,TRUE,Red,100,75,1457.99,17.9,4,R ,874.794,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2011/01/07,,,,60
317,BK-R68R-44,2,"Road-450 Red, 44",884.7083,TRUE,Red,100,75,1457.99,16.77,4,R ,874.794,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2011/01/07,,,,44
318,BK-R68R-48,2,"Road-450 Red, 48",884.7083,TRUE,Red,100,75,1457.99,17.13,4,R ,874.794,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2011/01/07,,,,48
319,BK-R68R-52,2,"Road-450 Red, 52",884.7083,TRUE,Red,100,75,1457.99,17.42,4,R ,874.794,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2011/01/07,,,,52
320,BK-R50R-58,2,"Road-650 Red, 58",413.1463,TRUE,Red,100,75,699.0982,19.79,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011/01/07,,,,58
321,BK-R50R-58,2,"Road-650 Red, 58",486.7066,TRUE,Red,100,75,782.99,19.79,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012/01/07,,,,58
322,BK-R50R-60,2,"Road-650 Red, 60",413.1463,TRUE,Red,100,75,699.0982,19.9,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011/01/07,,,,60
323,BK-R50R-60,2,"Road-650 Red, 60",486.7066,TRUE,Red,100,75,782.99,19.9,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012/01/07,,,,60
